UI Name,Graphic Name,loc x (across),loc y (down),Sticky (0/1/2),Button Sound,Unit Sound,Normal (across),Normal (down),Highlighted (across),Highlighted (down),gray (across),gray (down),Active (across),Active (down),mod left,mod top,mod right,mod bottom,func,func2,text,Special,Show Condition,Highlight Condition,,,,,,
GUI_US_LVL3_Friendly,GFX_BS_Buttons,736,684,,SFX_UI_Click,,14,13,14,14,14,13,14,13,0,0,0,0,rankup,,OOB Up,,,,,,,,,
GUI_US_LVL3_Friendly,GFX_BS_Buttons,736,710,,SFX_UI_Click,,14,15,14,16,14,15,14,15,0,0,0,0,rankdown,,OOB Down,,,,,,,,,
GUI_US_LVL2_Friendly,INHERIT,GUI_US_Friendly,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUI_US_LVL2_Friendly,GFX_US_Portraits_LVL2,252,652,,,,0,0,-1,-1,,,0,0,0,0,0,0,,,,normalload,,,,,,,,
GUI_US_LVL2_Friendly,GFX_BS_Buttons,713,697,,SFX_UI_Click,,12,12,14,12,12,12,12,12,0,0,0,0,rankprev,,OOB Back,,,,,,,,,
GUI_US_LVL2_Friendly,GFX_BS_Buttons,759,697,,SFX_UI_Click,,11,12,13,12,11,12,11,12,0,0,0,0,ranknext,,OOB Forward,,,,,,,,,
GUI_US_LVL2_Friendly,GFX_BS_Buttons,736,684,,SFX_UI_Click,,14,13,14,14,14,13,14,13,0,0,0,0,rankup,,OOB Up,,,,,,,,,
GUI_US_LVL2_Friendly,GFX_BS_Buttons,736,710,,SFX_UI_Click,,14,15,14,16,14,15,14,15,0,0,0,0,rankdown,,OOB Down,,,,,,,,,
GUI_US_LVL1_Friendly,INHERIT,GUI_US_Friendly,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUI_US_LVL1_Friendly,GFX_US_Portraits_LVL1,252,652,,,,0,0,-1,-1,,,0,0,0,0,0,0,,,,normalload,,,,,,,,
GUI_US_LVL1_Friendly,GFX_BS_Buttons,736,710,,SFX_UI_Click,,14,15,14,16,14,15,14,15,0,0,0,0,rankdown,,OOB Down,,,,,,,,,
GUI_US_LVL5_Friendly,GFX_Bars,526,723,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUI_US_LVL5_Friendly,GFX_Bars,526,751,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUI_US_LVL6_Inf,GFX_Strength_Bar_Unit,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_US_LVL5_Inf,GFX_Strength_Bar,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_US_LVL4_Inf,GFX_Strength_Bar,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_US_LVL3_Inf,GFX_Strength_Bar,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_US_LVL2_Inf,GFX_Strength_Bar,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_US_LVL1_Inf,GFX_Strength_Bar,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_US_LVL6_Cav,GFX_Strength_Bar_Unit,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_US_LVL5_Cav,GFX_Strength_Bar,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_US_LVL4_Cav,GFX_Strength_Bar,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_US_LVL3_Cav,GFX_Strength_Bar,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_US_LVL6_DCav,GFX_Strength_Bar_Unit,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_US_LVL5_DCav,GFX_Strength_Bar,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_US_LVL4_DCav,GFX_Strength_Bar,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_US_LVL3_DCav,GFX_Strength_Bar,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_US_LVL6_Art,GFX_Strength_Bar_Unit,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_US_LVL5_Art,GFX_Strength_Bar,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_US_LVL4_Art,GFX_Strength_Bar,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_US_LVL3_Art,GFX_Strength_Bar,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_US_LVL1_Friendly,GFX_Strength_Bar,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_US_LVL2_Friendly,GFX_Strength_Bar,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_US_LVL3_Friendly,GFX_Strength_Bar,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_US_LVL4_Friendly,GFX_Strength_Bar,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_US_LVL5_Friendly,GFX_Strength_Bar,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_US_LVL6_Friendly,GFX_Strength_Bar_Unit,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_CS_LVL6_Inf,GFX_Strength_Bar_Unit,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_CS_LVL5_Inf,GFX_Strength_Bar,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_CS_LVL4_Inf,GFX_Strength_Bar,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_CS_LVL3_Inf,GFX_Strength_Bar,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_CS_LVL2_Inf,GFX_Strength_Bar,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_CS_LVL1_Inf,GFX_Strength_Bar,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_CS_LVL6_Cav,GFX_Strength_Bar_Unit,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_CS_LVL5_Cav,GFX_Strength_Bar,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_CS_LVL4_Cav,GFX_Strength_Bar,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_CS_LVL3_Cav,GFX_Strength_Bar,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_CS_LVL6_DCav,GFX_Strength_Bar_Unit,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_CS_LVL5_DCav,GFX_Strength_Bar,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_CS_LVL4_DCav,GFX_Strength_Bar,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_CS_LVL3_DCav,GFX_Strength_Bar,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_CS_LVL6_Art,GFX_Strength_Bar_Unit,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_CS_LVL5_Art,GFX_Strength_Bar,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_CS_LVL4_Art,GFX_Strength_Bar,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_CS_LVL3_Art,GFX_Strength_Bar,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_CS_LVL1_Friendly,GFX_Strength_Bar,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_CS_LVL2_Friendly,GFX_Strength_Bar,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_CS_LVL3_Friendly,GFX_Strength_Bar,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_CS_LVL4_Friendly,GFX_Strength_Bar,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_CS_LVL5_Friendly,GFX_Strength_Bar,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_CS_LVL6_Friendly,GFX_Strength_Bar_Unit,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Strength: #mencur of #menstart,,,,,,,,,
GUI_US_LVL6_Inf,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_US_LVL5_Inf,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_US_LVL4_Inf,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_US_LVL3_Inf,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_US_LVL2_Inf,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_US_LVL1_Inf,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_US_LVL6_Cav,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_US_LVL5_Cav,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_US_LVL4_Cav,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_US_LVL3_Cav,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_US_LVL6_DCav,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_US_LVL5_DCav,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_US_LVL4_DCav,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_US_LVL3_DCav,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_US_LVL6_Art,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_US_LVL5_Art,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_US_LVL4_Art,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_US_LVL3_Art,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_US_LVL1_Friendly,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_US_LVL2_Friendly,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_US_LVL3_Friendly,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_US_LVL4_Friendly,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_US_LVL5_Friendly,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_US_LVL6_Friendly,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_CS_LVL6_Inf,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_CS_LVL5_Inf,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_CS_LVL4_Inf,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_CS_LVL3_Inf,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_CS_LVL2_Inf,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_CS_LVL1_Inf,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_CS_LVL6_Cav,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_CS_LVL5_Cav,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_CS_LVL4_Cav,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_CS_LVL3_Cav,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_CS_LVL6_DCav,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_CS_LVL5_DCav,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_CS_LVL4_DCav,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_CS_LVL3_DCav,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_CS_LVL6_Art,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_CS_LVL5_Art,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_CS_LVL4_Art,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_CS_LVL3_Art,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_CS_LVL1_Friendly,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_CS_LVL2_Friendly,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_CS_LVL3_Friendly,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_CS_LVL4_Friendly,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_CS_LVL5_Friendly,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
GUI_CS_LVL6_Friendly,GFX_Strength_Bar_Red,270,730,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#mencur-#menstart,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUI_CS_LVL5_Art,GFX_Kills_Bar_Red,270,748,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Damage inflicted (bar fills up at 500 kills),,,,,,,,,
GUI_CS_LVL5_Art,GFX_Kills_Bar,270,748,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#enemydead-500,,,,,,,,
GUI_US_LVL5_Art,GFX_Kills_Bar_Red,270,748,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Damage inflicted (bar fills up at 500 kills),,,,,,,,,
GUI_US_LVL5_Art,GFX_Kills_Bar,270,748,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,progbar:#fatiguemin-#enemydead-500,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUI_US_LVL6_Friendly,GFX_Bars,526,723,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Morale: $morale -- #moralecur,progbar:#moralemin-#moralecur-#moralemax,,,,,,,,
GUI_US_LVL6_Friendly,GFX_Bars,526,751,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Fatigue: $fatigue -- #fatiguecur,progbar:#fatiguemin-#fatiguecur-#fatiguemax,,,,,,,,
GUI_US_LVL5_Friendly,GFX_Bars,526,723,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUI_US_LVL5_Friendly,GFX_Bars,526,751,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUI_US_LVL4_Friendly,GFX_Bars,526,723,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUI_US_LVL4_Friendly,GFX_Bars,526,751,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUI_US_LVL3_Friendly,GFX_Bars,526,723,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUI_US_LVL3_Friendly,GFX_Bars,526,751,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUI_US_LVL2_Friendly,GFX_Bars,526,723,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUI_US_LVL2_Friendly,GFX_Bars,526,751,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUI_US_LVL1_Friendly,GFX_Bars,526,723,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUI_US_LVL1_Friendly,GFX_Bars,526,751,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUI_CS_LVL6_Friendly,GFX_Bars,526,723,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Morale: $morale -- #moralecur,progbar:#moralemin-#moralecur-#moralemax,,,,,,,,
GUI_CS_LVL6_Friendly,GFX_Bars,526,751,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,Fatigue: $fatigue -- #fatiguecur,progbar:#fatiguemin-#fatiguecur-#fatiguemax,,,,,,,,
GUI_CS_LVL5_Friendly,GFX_Bars,526,723,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUI_CS_LVL5_Friendly,GFX_Bars,526,751,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUI_CS_LVL4_Friendly,GFX_Bars,526,723,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUI_CS_LVL4_Friendly,GFX_Bars,526,751,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUI_CS_LVL3_Friendly,GFX_Bars,526,723,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUI_CS_LVL3_Friendly,GFX_Bars,526,751,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUI_CS_LVL2_Friendly,GFX_Bars,526,723,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUI_CS_LVL2_Friendly,GFX_Bars,526,751,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUI_CS_LVL1_Friendly,GFX_Bars,526,723,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUI_CS_LVL1_Friendly,GFX_Bars,526,751,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUI_CS_Enemy,GFX_BS_Buttons,638,739,,SFX_UI_Click,,4,15,4,17,4,15,4,16,0,0,0,0,zoom,,Zoom,,,,,,,,,
GUI_CS_Enemy,GFX_MS_Background,343,652,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUI_CS_Enemy,GFX_MS_Buttons,521,654,,SFX_UI_Click,,-1,-1,0,0,-1,-1,0,0,0,0,0,0,loadscreen:InGameMenu,,Menu,,,,,,,,,
GUI_CS_Enemy,GFX_MS_Buttons,549,654,,SFX_UI_Map,,-1,-1,1,0,-1,-1,1,0,0,0,0,0,loadscreen:Map,,Map,,,,,,,,,
GUI_CS_Enemy,GFX_MS_Buttons,577,654,,SFX_UI_Messenger,,-1,-1,2,0,-1,-1,2,0,0,0,0,0,goto,,Go To Me,,,,,,,,,
GUI_CS_Enemy,GFX_MS_Buttons,605,654,,SFX_UI_Sword,,-1,-1,3,0,-1,-1,3,0,0,0,0,0,loadscreen:OOB:#myid,,My Order of Battle,,,,,,,,,
GUI_CS_Enemy,GFX_Bars,526,723,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUI_CS_Enemy,GFX_Bars,526,751,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GUI_CS_Enemy,GFX_Flags,0,652,,,,0,1,0,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUI_CS_LVL5_Enemy,INHERIT,GUI_CS_Enemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUI_CS_LVL5_Enemy,GFX_CS_Portraits_LVL5,252,652,,,,0,0,-1,-1,,,0,0,0,0,0,0,,,,normalload,,,,,,,,
GUI_CS_LVL4_Enemy,INHERIT,GUI_CS_Enemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUI_CS_LVL4_Enemy,GFX_CS_Portraits_LVL4,252,652,,,,0,0,-1,-1,,,0,0,0,0,0,0,,,,normalload,,,,,,,,
GUI_CS_LVL3_Enemy,INHERIT,GUI_CS_Enemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUI_CS_LVL3_Enemy,GFX_CS_Portraits_LVL3,252,652,,,,0,0,-1,-1,,,0,0,0,0,0,0,,,,normalload,,,,,,,,
GUI_CS_LVL2_Enemy,INHERIT,GUI_CS_Enemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUI_CS_LVL2_Enemy,GFX_CS_Portraits_LVL2,252,652,,,,0,0,-1,-1,,,0,0,0,0,0,0,,,,normalload,,,,,,,,
GUI_CS_LVL1_Enemy,INHERIT,GUI_CS_Enemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUI_CS_LVL1_Enemy,GFX_CS_Portraits_LVL1,252,652,,,,0,0,-1,-1,,,0,0,0,0,0,0,,,,normalload,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUI_US_Enemy,GFX_BS_Buttons,638,739,,SFX_UI_Click,,4,15,4,17,4,15,4,16,0,0,0,0,zoom,,Zoom,,,,,,,,,
GUI_US_Enemy,GFX_MS_Background,343,652,,,,,,,,,,,,,,,,,,,,,,,,,,,
